asignatura|tema|año|convocatoria|ejercicio|tipo_ejercicio
química|ácido base|2004|Reserva 4|Ejercicio A6|Equilibrio de base débil (pH y grado de disociación a partir de Kb)
química|ácido base|2004|Reserva 4|Ejercicio B4|Hidrólisis de sales (KCl; NH4Cl) y clasificación ácida/neutra
química|formulación|2004|Reserva 4|Opción A, Ejercicio 1|
química|enlace químico|2004|Reserva 4|Opción A, Ejercicio 2|
química|equilibrio químico|2004|Reserva 4|Opción A, Ejercicio 3|Kc y Kp: relación entre constantes
química|termoquímica|2004|Reserva 4|Opción A, Ejercicio 4|
química|redox|2004|Reserva 4|Opción A, Ejercicio 5|
química|ácido base|2004|Reserva 4|Opción A, Ejercicio 6|
química|formulación|2004|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2004|Reserva 4|Opción B, Ejercicio 2|
química|átomo|2004|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2004|Reserva 4|Opción B, Ejercicio 4|
química|equilibrio químico|2004|Reserva 4|Opción B, Ejercicio 5|Kc y Kp: cálculo numérico
química|termoquímica|2004|Reserva 4|Opción B, Ejercicio 6|
química|ácido base|2004|Septiembre|Ejercicio A5|Equilibrio de ácido débil (molaridad y grado de disociación a partir del pH)
química|ácido base|2004|Septiembre|Ejercicio B4|Identificación ácido fuerte/débil por pH y hidrólisis de CH3COONa
química|formulación|2004|Septiembre|Opción A, Ejercicio 1|
química|átomo|2004|Septiembre|Opción A, Ejercicio 2|
química|equilibrio químico|2004|Septiembre|Opción A, Ejercicio 3|Le Chatelier - razonamiento con datos de K
química|reactividad orgánica|2004|Septiembre|Opción A, Ejercicio 4|
química|ácido base|2004|Septiembre|Opción A, Ejercicio 5|
química|cantidad química|2004|Septiembre|Opción A, Ejercicio 6|
química|formulación|2004|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2004|Septiembre|Opción B, Ejercicio 2|
química|redox|2004|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2004|Septiembre|Opción B, Ejercicio 4|
química|termoquímica|2004|Septiembre|Opción B, Ejercicio 5|
química|equilibrio químico|2004|Septiembre|Opción B, Ejercicio 6|Grado de disociación (alfa incógnita) - cálculo de Kp
química|ácido base|2005|Junio|Ejercicio A3|pH de ácido fuerte y base fuerte dibásica
química|ácido base|2005|Junio|Ejercicio B5|Equilibrio de base débil (Kb y grado de disociación a partir de pH)
química|formulación|2005|Junio|Opción A, Ejercicio 1|
química|átomo|2005|Junio|Opción A, Ejercicio 2|
química|ácido base|2005|Junio|Opción A, Ejercicio 3|
química|cantidad química|2005|Junio|Opción A, Ejercicio 4|
química|redox|2005|Junio|Opción A, Ejercicio 5|
química|termoquímica|2005|Junio|Opción A, Ejercicio 6|
química|formulación|2005|Junio|Opción B, Ejercicio 1|
química|enlace químico|2005|Junio|Opción B, Ejercicio 2|
química|cinética|2005|Junio|Opción B, Ejercicio 3|Orden de reacción - verdadero/falso conceptual
química|reactividad orgánica|2005|Junio|Opción B, Ejercicio 4|
química|ácido base|2005|Junio|Opción B, Ejercicio 5|
química|equilibrio químico|2005|Junio|Opción B, Ejercicio 6|Kc y Kp: cálculo numérico
química|ácido base|2005|Reserva 1|Ejercicio A6|Equilibrio de ácido débil (Ka y grado de disociación a partir de pH)
química|formulación|2005|Reserva 1|Opción A, Ejercicio 1|
química|enlace químico|2005|Reserva 1|Opción A, Ejercicio 2|
química|equilibrio químico|2005|Reserva 1|Opción A, Ejercicio 3|Le Chatelier - verdadero/falso con tabla de K vs temperatura
química|termoquímica|2005|Reserva 1|Opción A, Ejercicio 4|
química|redox|2005|Reserva 1|Opción A, Ejercicio 5|
química|ácido base|2005|Reserva 1|Opción A, Ejercicio 6|
química|formulación|2005|Reserva 1|Opción B, Ejercicio 1|
química|cantidad química|2005|Reserva 1|Opción B, Ejercicio 2|
química|átomo|2005|Reserva 1|Opción B, Ejercicio 3|
química|cantidad química|2005|Reserva 1|Opción B, Ejercicio 4|
química|equilibrio químico|2005|Reserva 1|Opción B, Ejercicio 5|Grado de disociación (alfa incógnita) - cálculo con Kp
química|termoquímica|2005|Reserva 1|Opción B, Ejercicio 6|
química|ácido base|2005|Reserva 2|Ejercicio A6|Mezcla de disoluciones de base fuerte (concentración y pH)
química|ácido base|2005|Reserva 2|Ejercicio B4|Hidrólisis de CH3COONa (pH básico) y ácidos conjugados (NH3; H2O; OH⁻)
química|formulación|2005|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2005|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2005|Reserva 2|Opción A, Ejercicio 3|Le Chatelier - verdadero/falso conceptual
química|reactividad orgánica|2005|Reserva 2|Opción A, Ejercicio 4|
química|termoquímica|2005|Reserva 2|Opción A, Ejercicio 5|
química|ácido base|2005|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2005|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2005|Reserva 2|Opción B, Ejercicio 2|
química|reactividad orgánica|2005|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2005|Reserva 2|Opción B, Ejercicio 4|
química|equilibrio químico|2005|Reserva 2|Opción B, Ejercicio 5|Equilibrio heterogéneo - cálculo cantidad de sólido
química|redox|2005|Reserva 2|Opción B, Ejercicio 6|
química|ácido base|2005|Reserva 3|Ejercicio A6|Equilibrio de ácido débil (pH y grado de disociación en contexto de conservante alimentario)
química|ácido base|2005|Reserva 3|Ejercicio B4|Pares ácido-base conjugados (completar equilibrios Brønsted-Lowry)
química|formulación|2005|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2005|Reserva 3|Opción A, Ejercicio 2|
química|redox|2005|Reserva 3|Opción A, Ejercicio 3|
química|reactividad orgánica|2005|Reserva 3|Opción A, Ejercicio 4|
química|termoquímica|2005|Reserva 3|Opción A, Ejercicio 5|
química|ácido base|2005|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2005|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2005|Reserva 3|Opción B, Ejercicio 2|
química|enlace químico|2005|Reserva 3|Opción B, Ejercicio 3|
química|ácido base|2005|Reserva 3|Opción B, Ejercicio 4|
química|cantidad química|2005|Reserva 3|Opción B, Ejercicio 5|
química|redox|2005|Reserva 3|Opción B, Ejercicio 6|
química|ácido base|2005|Reserva 4|Ejercicio B4|Equilibrio de ionización de base débil; hidrólisis de sal y especies en disolución de ácido fuerte
química|formulación|2005|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2005|Reserva 4|Opción A, Ejercicio 2|
química|termoquímica|2005|Reserva 4|Opción A, Ejercicio 3|
química|reactividad orgánica|2005|Reserva 4|Opción A, Ejercicio 4|
química|cantidad química|2005|Reserva 4|Opción A, Ejercicio 5|
química|redox|2005|Reserva 4|Opción A, Ejercicio 6|
química|formulación|2005|Reserva 4|Opción B, Ejercicio 1|
química|enlace químico|2005|Reserva 4|Opción B, Ejercicio 2|
química|redox|2005|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2005|Reserva 4|Opción B, Ejercicio 4|
química|cantidad química|2005|Reserva 4|Opción B, Ejercicio 5|
química|equilibrio químico|2005|Reserva 4|Opción B, Ejercicio 6|Grado de disociación (alfa incógnita) - presiones parciales
química|ácido base|2005|Septiembre|Ejercicio A5|Equilibrio de ácido débil (Ka; pH y concentración para alcanzar pH dado)
química|ácido base|2005|Septiembre|Ejercicio B4|Hidrólisis de sales (pH básico con Na2CO3; pH ácido con NH4Cl)
química|formulación|2005|Septiembre|Opción A, Ejercicio 1|
química|átomo|2005|Septiembre|Opción A, Ejercicio 2|
química|equilibrio químico|2005|Septiembre|Opción A, Ejercicio 3|Le Chatelier - formas de favorecer reacción + relación Kc/Kp
química|reactividad orgánica|2005|Septiembre|Opción A, Ejercicio 4|
química|ácido base|2005|Septiembre|Opción A, Ejercicio 5|
química|cantidad química|2005|Septiembre|Opción A, Ejercicio 6|
química|formulación|2005|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2005|Septiembre|Opción B, Ejercicio 2|
química|redox|2005|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2005|Septiembre|Opción B, Ejercicio 4|
química|termoquímica|2005|Septiembre|Opción B, Ejercicio 5|
química|equilibrio químico|2005|Septiembre|Opción B, Ejercicio 6|Grado de disociación (alfa dato) - cálculo de Kc
química|ácido base|2006|Junio|Ejercicio A4|Clasificación de iones en ácido/base/neutro según Brønsted-Lowry (CO3²⁻; Cl⁻; NH4⁺)
química|formulación|2006|Junio|Opción A, Ejercicio 1|
química|enlace químico|2006|Junio|Opción A, Ejercicio 2|
química|redox|2006|Junio|Opción A, Ejercicio 3|
química|ácido base|2006|Junio|Opción A, Ejercicio 4|
química|cantidad química|2006|Junio|Opción A, Ejercicio 5|
química|equilibrio químico|2006|Junio|Opción A, Ejercicio 6|Kc y Kp: cálculo numérico + presiones parciales
química|formulación|2006|Junio|Opción B, Ejercicio 1|
química|átomo|2006|Junio|Opción B, Ejercicio 2|
química|termoquímica|2006|Junio|Opción B, Ejercicio 3|
química|reactividad orgánica|2006|Junio|Opción B, Ejercicio 4|
química|cantidad química|2006|Junio|Opción B, Ejercicio 5|
química|redox|2006|Junio|Opción B, Ejercicio 6|
química|ácido base|2006|Reserva 1|Ejercicio A6|Equilibrio de base débil (Kb y pH a partir de grado de disociación)
química|ácido base|2006|Reserva 1|Ejercicio B4|pH de ácido fuerte y dilución con agua
química|formulación|2006|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2006|Reserva 1|Opción A, Ejercicio 2|
química|redox|2006|Reserva 1|Opción A, Ejercicio 3|
química|reactividad orgánica|2006|Reserva 1|Opción A, Ejercicio 4|
química|termoquímica|2006|Reserva 1|Opción A, Ejercicio 5|
química|ácido base|2006|Reserva 1|Opción A, Ejercicio 6|
química|formulación|2006|Reserva 1|Opción B, Ejercicio 1|
química|cantidad química|2006|Reserva 1|Opción B, Ejercicio 2|
química|enlace químico|2006|Reserva 1|Opción B, Ejercicio 3|
química|ácido base|2006|Reserva 1|Opción B, Ejercicio 4|
química|cantidad química|2006|Reserva 1|Opción B, Ejercicio 5|
química|redox|2006|Reserva 1|Opción B, Ejercicio 6|
química|ácido base|2006|Reserva 2|Ejercicio A6|Equilibrio de ácido débil (pH y Ka a partir del grado de disociación)
química|ácido base|2006|Reserva 2|Ejercicio B4|Pares ácido-base conjugados (completar equilibrios Brønsted-Lowry)
química|formulación|2006|Reserva 2|Opción A, Ejercicio 1|
química|enlace químico|2006|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2006|Reserva 2|Opción A, Ejercicio 3|Le Chatelier - verdadero/falso conceptual
química|termoquímica|2006|Reserva 2|Opción A, Ejercicio 4|
química|redox|2006|Reserva 2|Opción A, Ejercicio 5|
química|ácido base|2006|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2006|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2006|Reserva 2|Opción B, Ejercicio 2|
química|átomo|2006|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2006|Reserva 2|Opción B, Ejercicio 4|
química|equilibrio químico|2006|Reserva 2|Opción B, Ejercicio 5|Kc y Kp: cálculo numérico + presiones parciales
química|termoquímica|2006|Reserva 2|Opción B, Ejercicio 6|
química|ácido base|2006|Reserva 3|Ejercicio A6|Dilución de base fuerte (volumen de agua) y neutralización (pH con exceso de base)
química|ácido base|2006|Reserva 3|Ejercicio B4|Hidrólisis de sales (NaCl; NH4Cl; CH3COONa) y clasificación ácida/básica/neutra
química|formulación|2006|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2006|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2006|Reserva 3|Opción A, Ejercicio 3|Cociente de reacción Q y Le Chatelier
química|reactividad orgánica|2006|Reserva 3|Opción A, Ejercicio 4|
química|termoquímica|2006|Reserva 3|Opción A, Ejercicio 5|
química|ácido base|2006|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2006|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2006|Reserva 3|Opción B, Ejercicio 2|
química|enlace químico|2006|Reserva 3|Opción B, Ejercicio 3|
química|ácido base|2006|Reserva 3|Opción B, Ejercicio 4|
química|equilibrio químico|2006|Reserva 3|Opción B, Ejercicio 5|Grado de disociación (alfa incógnita) - cálculo de Kp
química|redox|2006|Reserva 3|Opción B, Ejercicio 6|
química|ácido base|2006|Reserva 4|Ejercicio A5|pH de base fuerte y volumen de agua para reducir pH
química|ácido base|2006|Reserva 4|Ejercicio B4|Preparación de disolución de base fuerte por dilución y cálculo de pH
química|formulación|2006|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2006|Reserva 4|Opción A, Ejercicio 2|
química|equilibrio químico|2006|Reserva 4|Opción A, Ejercicio 3|Le Chatelier - razonamiento con datos de K
química|cantidad química|2006|Reserva 4|Opción A, Ejercicio 4|
química|ácido base|2006|Reserva 4|Opción A, Ejercicio 5|
química|cantidad química|2006|Reserva 4|Opción A, Ejercicio 6|
química|formulación|2006|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2006|Reserva 4|Opción B, Ejercicio 2|
química|redox|2006|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2006|Reserva 4|Opción B, Ejercicio 4|
química|termoquímica|2006|Reserva 4|Opción B, Ejercicio 5|
química|equilibrio químico|2006|Reserva 4|Opción B, Ejercicio 6|Equilibrio heterogéneo - presiones parciales y Kc y Kp
química|ácido base|2006|Septiembre|Ejercicio A3|pH de base fuerte y dilución con agua
química|ácido base|2006|Septiembre|Ejercicio B5|Equilibrio de ácido débil (grado de disociación y pH)
química|formulación|2006|Septiembre|Opción A, Ejercicio 1|
química|átomo|2006|Septiembre|Opción A, Ejercicio 2|
química|ácido base|2006|Septiembre|Opción A, Ejercicio 3|
química|cantidad química|2006|Septiembre|Opción A, Ejercicio 4|
química|redox|2006|Septiembre|Opción A, Ejercicio 5|
química|termoquímica|2006|Septiembre|Opción A, Ejercicio 6|
química|formulación|2006|Septiembre|Opción B, Ejercicio 1|
química|enlace químico|2006|Septiembre|Opción B, Ejercicio 2|
química|cinética|2006|Septiembre|Opción B, Ejercicio 3|Orden de reacción y ecuación de velocidad + unidades de k
química|reactividad orgánica|2006|Septiembre|Opción B, Ejercicio 4|
química|ácido base|2006|Septiembre|Opción B, Ejercicio 5|
química|equilibrio químico|2006|Septiembre|Opción B, Ejercicio 6|Kc y Kp: cálculo numérico
química|ácido base|2007|Junio|Ejercicio A3|Clasificación de disoluciones por acidez/basicidad a partir de pH y concentración
química|formulación|2007|Junio|Opción A, Ejercicio 1|
química|átomo|2007|Junio|Opción A, Ejercicio 2|
química|ácido base|2007|Junio|Opción A, Ejercicio 3|
química|cantidad química|2007|Junio|Opción A, Ejercicio 4|
química|redox|2007|Junio|Opción A, Ejercicio 5|
química|termoquímica|2007|Junio|Opción A, Ejercicio 6|
química|formulación|2007|Junio|Opción B, Ejercicio 1|
química|enlace químico|2007|Junio|Opción B, Ejercicio 2|
química|cinética|2007|Junio|Opción B, Ejercicio 3|Factores que afectan a la velocidad - verdadero/falso conceptual
química|reactividad orgánica|2007|Junio|Opción B, Ejercicio 4|
química|cantidad química|2007|Junio|Opción B, Ejercicio 5|
química|equilibrio químico|2007|Junio|Opción B, Ejercicio 6|Grado de disociación (alfa incógnita) - cálculo de Kp
química|ácido base|2007|Reserva 1|Ejercicio A6|pH de ácido fuerte y base fuerte; mezcla (neutralización con exceso de base)
química|ácido base|2007|Reserva 1|Ejercicio B4|Verdadero o falso (bases débiles; ácido débil vs concentración)
química|formulación|2007|Reserva 1|Opción A, Ejercicio 1|
química|átomo|2007|Reserva 1|Opción A, Ejercicio 2|
química|equilibrio químico|2007|Reserva 1|Opción A, Ejercicio 3|Le Chatelier
química|reactividad orgánica|2007|Reserva 1|Opción A, Ejercicio 4|
química|termoquímica|2007|Reserva 1|Opción A, Ejercicio 5|
química|ácido base|2007|Reserva 1|Opción A, Ejercicio 6|
química|formulación|2007|Reserva 1|Opción B, Ejercicio 1|
química|cantidad química|2007|Reserva 1|Opción B, Ejercicio 2|
química|enlace químico|2007|Reserva 1|Opción B, Ejercicio 3|
química|ácido base|2007|Reserva 1|Opción B, Ejercicio 4|
química|equilibrio químico|2007|Reserva 1|Opción B, Ejercicio 5|Presiones parciales - cálculo con Kc conocida
química|redox|2007|Reserva 1|Opción B, Ejercicio 6|
química|ácido base|2007|Reserva 2|Ejercicio A4|Hidrólisis de sales (NaCN; KCl; NH4Cl) y clasificación ácida/básica/neutra
química|formulación|2007|Reserva 2|Opción A, Ejercicio 1|
química|enlace químico|2007|Reserva 2|Opción A, Ejercicio 2|
química|redox|2007|Reserva 2|Opción A, Ejercicio 3|
química|ácido base|2007|Reserva 2|Opción A, Ejercicio 4|
química|cantidad química|2007|Reserva 2|Opción A, Ejercicio 5|
química|equilibrio químico|2007|Reserva 2|Opción A, Ejercicio 6|Equilibrio heterogéneo - presiones parciales y Kc
química|formulación|2007|Reserva 2|Opción B, Ejercicio 1|
química|átomo|2007|Reserva 2|Opción B, Ejercicio 2|
química|termoquímica|2007|Reserva 2|Opción B, Ejercicio 3|
química|reactividad orgánica|2007|Reserva 2|Opción B, Ejercicio 4|
química|cantidad química|2007|Reserva 2|Opción B, Ejercicio 5|
química|redox|2007|Reserva 2|Opción B, Ejercicio 6|
química|ácido base|2007|Reserva 3|Ejercicio A6|Equilibrio de ácido débil (grado de disociación y Ka)
química|ácido base|2007|Reserva 3|Ejercicio B4|Pares ácido-base conjugados (completar equilibrios Brønsted-Lowry)
química|formulación|2007|Reserva 3|Opción A, Ejercicio 1|
química|átomo|2007|Reserva 3|Opción A, Ejercicio 2|
química|redox|2007|Reserva 3|Opción A, Ejercicio 3|
química|reactividad orgánica|2007|Reserva 3|Opción A, Ejercicio 4|
química|termoquímica|2007|Reserva 3|Opción A, Ejercicio 5|
química|ácido base|2007|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2007|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2007|Reserva 3|Opción B, Ejercicio 2|
química|enlace químico|2007|Reserva 3|Opción B, Ejercicio 3|
química|ácido base|2007|Reserva 3|Opción B, Ejercicio 4|
química|cantidad química|2007|Reserva 3|Opción B, Ejercicio 5|
química|redox|2007|Reserva 3|Opción B, Ejercicio 6|
química|ácido base|2007|Reserva 4|Ejercicio A5|Equilibrio de ácido débil (concentración de especies; grado de disociación; Ka)
química|ácido base|2007|Reserva 4|Ejercicio B4|Hidrólisis de NH4Cl (pH ácido) y ácidos conjugados (HCO3⁻; H2O; CH3COO⁻)
química|formulación|2007|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2007|Reserva 4|Opción A, Ejercicio 2|
química|equilibrio químico|2007|Reserva 4|Opción A, Ejercicio 3|Le Chatelier - equilibrio heterogéneo
química|reactividad orgánica|2007|Reserva 4|Opción A, Ejercicio 4|
química|ácido base|2007|Reserva 4|Opción A, Ejercicio 5|
química|cantidad química|2007|Reserva 4|Opción A, Ejercicio 6|
química|formulación|2007|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2007|Reserva 4|Opción B, Ejercicio 2|
química|redox|2007|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2007|Reserva 4|Opción B, Ejercicio 4|
química|termoquímica|2007|Reserva 4|Opción B, Ejercicio 5|
química|equilibrio químico|2007|Reserva 4|Opción B, Ejercicio 6|Equilibrio heterogéneo - presiones parciales y Kc y Kp
química|ácido base|2007|Septiembre|Ejercicio A6|Preparación de disolución de base fuerte (pH; gramos; neutralización)
química|ácido base|2007|Septiembre|Ejercicio B4|Cuestiones teóricas Brønsted-Lowry (NH3; CO3²⁻; HNO2) y valoración ácido-base
química|formulación|2007|Septiembre|Opción A, Ejercicio 1|
química|enlace químico|2007|Septiembre|Opción A, Ejercicio 2|
química|equilibrio químico|2007|Septiembre|Opción A, Ejercicio 3|Kc y Kp: expresión y relación entre constantes
química|termoquímica|2007|Septiembre|Opción A, Ejercicio 4|
química|redox|2007|Septiembre|Opción A, Ejercicio 5|
química|ácido base|2007|Septiembre|Opción A, Ejercicio 6|
química|formulación|2007|Septiembre|Opción B, Ejercicio 1|
química|cantidad química|2007|Septiembre|Opción B, Ejercicio 2|
química|átomo|2007|Septiembre|Opción B, Ejercicio 3|
química|ácido base|2007|Septiembre|Opción B, Ejercicio 4|
química|equilibrio químico|2007|Septiembre|Opción B, Ejercicio 5|Equilibrio heterogéneo - cálculo cantidad de sólido
química|termoquímica|2007|Septiembre|Opción B, Ejercicio 6|
química|ácido base|2008|Junio|Ejercicio A6|Equilibrio de ácido débil (grado de disociación y Ka)
química|ácido base|2008|Junio|Ejercicio B4|Neutralización ácido-base fuerte (volumen de NaOH; pH en punto de equivalencia; procedimiento experimental)
química|formulación|2008|Junio|Opción A, Ejercicio 1|
química|átomo|2008|Junio|Opción A, Ejercicio 2|
química|redox|2008|Junio|Opción A, Ejercicio 3|
química|reactividad orgánica|2008|Junio|Opción A, Ejercicio 4|
química|termoquímica|2008|Junio|Opción A, Ejercicio 5|
química|ácido base|2008|Junio|Opción A, Ejercicio 6|
química|formulación|2008|Junio|Opción B, Ejercicio 1|
química|cantidad química|2008|Junio|Opción B, Ejercicio 2|
química|enlace químico|2008|Junio|Opción B, Ejercicio 3|
química|ácido base|2008|Junio|Opción B, Ejercicio 4|
química|cantidad química|2008|Junio|Opción B, Ejercicio 5|
química|redox|2008|Junio|Opción B, Ejercicio 6|
química|ácido base|2008|Reserva 1|Ejercicio A4|Hidrólisis de sales (clasificación ácida/básica/neutra)
química|formulación|2008|Reserva 1|Opción A, Ejercicio 1|
química|enlace químico|2008|Reserva 1|Opción A, Ejercicio 2|
química|redox|2008|Reserva 1|Opción A, Ejercicio 3|
química|ácido base|2008|Reserva 1|Opción A, Ejercicio 4|
química|cantidad química|2008|Reserva 1|Opción A, Ejercicio 5|
química|equilibrio químico|2008|Reserva 1|Opción A, Ejercicio 6|Presiones parciales - cálculo con Kp conocida
química|formulación|2008|Reserva 1|Opción B, Ejercicio 1|
química|átomo|2008|Reserva 1|Opción B, Ejercicio 2|
química|termoquímica|2008|Reserva 1|Opción B, Ejercicio 3|
química|reactividad orgánica|2008|Reserva 1|Opción B, Ejercicio 4|
química|cantidad química|2008|Reserva 1|Opción B, Ejercicio 5|
química|redox|2008|Reserva 1|Opción B, Ejercicio 6|
química|ácido base|2008|Reserva 2|Ejercicio A5|Neutralización ácido-base fuerte (volumen de neutralización y pH con exceso de base)
química|ácido base|2008|Reserva 2|Ejercicio B4|Verdadero o falso (hidrólisis de acetato sódico; ácido débil vs concentración; disociación ácido fuerte)
química|formulación|2008|Reserva 2|Opción A, Ejercicio 1|
química|átomo|2008|Reserva 2|Opción A, Ejercicio 2|
química|equilibrio químico|2008|Reserva 2|Opción A, Ejercicio 3|Le Chatelier - equilibrio heterogéneo
química|reactividad orgánica|2008|Reserva 2|Opción A, Ejercicio 4|
química|ácido base|2008|Reserva 2|Opción A, Ejercicio 5|
química|cantidad química|2008|Reserva 2|Opción A, Ejercicio 6|
química|formulación|2008|Reserva 2|Opción B, Ejercicio 1|
química|cantidad química|2008|Reserva 2|Opción B, Ejercicio 2|
química|redox|2008|Reserva 2|Opción B, Ejercicio 3|
química|ácido base|2008|Reserva 2|Opción B, Ejercicio 4|
química|termoquímica|2008|Reserva 2|Opción B, Ejercicio 5|
química|equilibrio químico|2008|Reserva 2|Opción B, Ejercicio 6|Equilibrio heterogéneo - presiones parciales y Kc y Kp
química|ácido base|2008|Reserva 3|Ejercicio A6|Equilibrio de ácido débil (Ka y pH a partir del grado de disociación)
química|ácido base|2008|Reserva 3|Ejercicio B4|pH de ácido fuerte; base fuerte y mezcla de ambos (neutralización)
química|formulación|2008|Reserva 3|Opción A, Ejercicio 1|
química|enlace químico|2008|Reserva 3|Opción A, Ejercicio 2|
química|equilibrio químico|2008|Reserva 3|Opción A, Ejercicio 3|Kc y Kp: expresión y relación entre constantes
química|termoquímica|2008|Reserva 3|Opción A, Ejercicio 4|
química|redox|2008|Reserva 3|Opción A, Ejercicio 5|
química|ácido base|2008|Reserva 3|Opción A, Ejercicio 6|
química|formulación|2008|Reserva 3|Opción B, Ejercicio 1|
química|cantidad química|2008|Reserva 3|Opción B, Ejercicio 2|
química|átomo|2008|Reserva 3|Opción B, Ejercicio 3|
química|ácido base|2008|Reserva 3|Opción B, Ejercicio 4|
química|equilibrio químico|2008|Reserva 3|Opción B, Ejercicio 5|Kc y Kp: cálculo numérico
química|termoquímica|2008|Reserva 3|Opción B, Ejercicio 6|
química|ácido base|2008|Reserva 4|Ejercicio A6|Equilibrio de base débil (grado de disociación y Kb)
química|ácido base|2008|Reserva 4|Ejercicio B4|Hidrólisis de NH4Cl y ácidos conjugados (CO3²⁻; H2O; NH3)
química|formulación|2008|Reserva 4|Opción A, Ejercicio 1|
química|átomo|2008|Reserva 4|Opción A, Ejercicio 2|
química|equilibrio químico|2008|Reserva 4|Opción A, Ejercicio 3|Le Chatelier
química|reactividad orgánica|2008|Reserva 4|Opción A, Ejercicio 4|
química|termoquímica|2008|Reserva 4|Opción A, Ejercicio 5|
química|ácido base|2008|Reserva 4|Opción A, Ejercicio 6|
química|formulación|2008|Reserva 4|Opción B, Ejercicio 1|
química|cantidad química|2008|Reserva 4|Opción B, Ejercicio 2|
química|enlace químico|2008|Reserva 4|Opción B, Ejercicio 3|
química|ácido base|2008|Reserva 4|Opción B, Ejercicio 4|
química|equilibrio químico|2008|Reserva 4|Opción B, Ejercicio 5|Kc y Kp: cálculo numérico
química|redox|2008|Reserva 4|Opción B, Ejercicio 6|
química|ácido base|2008|Septiembre|Ejercicio A3|Pares ácido-base conjugados (completar equilibrios Brønsted-Lowry)
química|ácido base|2008|Septiembre|Ejercicio B5|pH de ácido fuerte dibásico a partir de datos de riqueza/densidad y neutralización
química|formulación|2008|Septiembre|Opción A, Ejercicio 1|
química|átomo|2008|Septiembre|Opción A, Ejercicio 2|
química|ácido base|2008|Septiembre|Opción A, Ejercicio 3|
química|cantidad química|2008|Septiembre|Opción A, Ejercicio 4|
química|redox|2008|Septiembre|Opción A, Ejercicio 5|
química|termoquímica|2008|Septiembre|Opción A, Ejercicio 6|
química|formulación|2008|Septiembre|Opción B, Ejercicio 1|
química|enlace químico|2008|Septiembre|Opción B, Ejercicio 2|
química|cinética|2008|Septiembre|Opción B, Ejercicio 3|Orden de reacción y ecuación de velocidad + unidades de k
química|reactividad orgánica|2008|Septiembre|Opción B, Ejercicio 4|
química|ácido base|2008|Septiembre|Opción B, Ejercicio 5|
química|equilibrio químico|2008|Septiembre|Opción B, Ejercicio 6|Grado de disociación (alfa dato) - cálculo de Kc y Kp
química|ácido base|2009|Junio|Ejercicio A3|Hidrólisis de sales (clasificación ácida/básica/neutra)
química|ácido base|2009|Junio|Ejercicio B5|Equilibrio de base débil (cálculo de pH y Ka del ácido conjugado)
química|formulación|2009|Junio|Opción A, Ejercicio 1|
química|átomo|2009|Junio|Opción A, Ejercicio 2|
química|ácido base|2009|Junio|Opción A, Ejercicio 3|
química|cantidad química|2009|Junio|Opción A, Ejercicio 4|
química|redox|2009|Junio|Opción A, Ejercicio 5|
química|termoquímica|2009|Junio|Opción A, Ejercicio 6|
química|formulación|2009|Junio|Opción B, Ejercicio 1|
química|enlace químico|2009|Junio|Opción B, Ejercicio 2|
química|cinética|2009|Junio|Opción B, Ejercicio 3|Orden de reacción + unidades de k
química|reactividad orgánica|2009|Junio|Opción B, Ejercicio 4|
química|ácido base|2009|Junio|Opción B, Ejercicio 5|
química|equilibrio químico|2009|Junio|Opción B, Ejercicio 6|Grado de disociación (alfa dato) - cálculo de Kp y Kc
